"id","text","author"
"id07603","Our system turns, it is true, on a common center of gravity, but it does so in relation to a material sun, and as a consequence, its mass more than offsets the rest of the system.","EAP"
"id07182","In fact, the ease with which I will arrive, or have arrived, at the solution of this mystery, is in the direct relation of its apparent insolubility in the eyes of the police. &quot;","EAP"
"id08030","Only his complexion and his coldness and coldness of touch could provide a physical basis for this feeling, and even these things should have been excusable considering the well-known invalidism of man.","HPL"
"id18093","The skin was covered by a thick layer of thick black hair, and from the abdomen protruded long greenish-gray tentacles with red mouths of suction.","HPL"
"id17332","But would men have dreamed of resorting to such a file?","EAP"
"id18948","Around that head it closed, swallowing it completely, and at another moment it had begun to recede; loading his invisible cargo without touching me, and flowing back through that black door and down the invisible stairs, which creaked as before, though in reverse order.","HPL"
"id16672","A lamp burned on the table next to me, and near it was a small box.","EAP"
"id22532","I could not be mistaken in his character.","EAP"
"id02101","But there was no remedy.","MWS"
"id11745","This brief separation from his companions gave him courage to assert his independence.","MWS"
"id22101","I felt subtly that this former victim&#39;s apartment was better for my purposes.","HPL"
"id25972","But the frosts would finally come, and with it a renewal of our land lease.","MWS"
"id20638","Therefore, the only &quot;artificial&quot; light that could serve Mr. Locke would be an artificial light that he should be able to cast not on the &quot;focal object of the vision,&quot; but on the real object to be seen: the moon. .","EAP"
"id04041","Raymond was acted out by many other feelings.","MWS"
"id20924","You must give me all the information of your power over these murders in the Morgue de la Rue. &quot;","EAP"
"id10255","Monsieur Le Blanc professed complete ignorance, as before.","EAP"
"id16950","Put her in mind the first opportunity.","EAP"
"id23609","Finally, the connecting door struck, but with such a shock that I knew that those outside had to have heard.","HPL"
"id04671","I just left the deck, where I find it impossible to maintain a balance, although the crew seems to experience small inconveniences.","EAP"
"id19030","&quot;I wonder who she can be?&quot; &quot;Why, in the name of everything that is angelic, do not you know who she is?&quot; Do not know that she is being discussed as unknown.","EAP"
"id12906","At first I tried to prevent her, but she insisted, and upon entering the room where she was, she hurriedly examined the victim&#39;s neck and clasped her hands exclaiming: &quot;Oh God, I have murdered my dear child&quot;. He fainted and they restored it. With extreme difficulty.","MWS"
"id10664","The body knew, it was an unknown quantity; but in this case, as he correctly observed, there was an unknown quantity of X.","EAP"
"id22857","My feelings were those of total happiness, since I felt that in a few minutes, in the most distant, I should be relieved of my unpleasant situation.","EAP"
"id03334","Soon after, the pale-faced workers informed the Superintendent of their failure.","HPL"
"id26297","&quot;It&#39;s not deck,&quot; said the man at the helm, &quot;something has been thrown from the aft cabin.&quot;","MWS"
"id03019","There was the immemorial figure of the deputy or messenger of occult and terrible powers, the &quot;Black Man&quot; of the cult of the witch and the &quot;Nyarlathotep&quot; of the Necronomicon.","HPL"
"id06482","But unfortunately now it was far beyond my reach.","EAP"
"id05398","The earth is for me a tomb, the firmament is a vault, which involves mere corruption.","MWS"
"id15352","Now, here, I saw immediately, it was a telescope that should be used, and a definite point of view, which did not admit variations, from which to use it.","EAP"
"id22996","Outside, the moon played on the ledge of the block below, and I saw that the jump would be desperately dangerous because of the steep surface on which I must land.","HPL"
"id01721","Near the place where we found it, I observed the remains of the hull of what seemed to have been the long boat of a ship.","EAP"
"id13446","Thank heaven for the instinct that took me unconscious to the places where men live; to the peaceful town that slept under the calm stars of the clear skies.","HPL"
"id25024","The Pequot, weakened by a previous war, could not help the now wounded Narragansetts; and in a Dutch fur trader in Albany, Petrus van Schaack, secured the skull distinguished by the modest sum of two florins, having recognized its value of the half-carved inscription carved in minuscule Lombard paleography, it could be explained, it was one of the principal achievements of fur traders in New Holland of the seventeenth century.","HPL"
"id15495","From Derby, still traveling north, we spent two months in Cumberland and Westmorland.","MWS"
"id02653","Everything was as old as the marble walls were discolored, nor were the polished bronze statues that were fogged.","HPL"
"id21412","Having done all this in a clean speech, I said goodbye.","EAP"
"id20865","We discuss the best means to prevent infection, and to preserve health and activity in a large city so afflicted in London, for example.","MWS"
"id00951","When his domains were half depopulated, he summoned to his presence a thousand healthy and cheerful friends from among the knights and ladies of his court, and with these they retired to the deep seclusion of one of his chapelled abbeys.","EAP"
"id27538","Mem: a, feet of elevation, the sky seems almost black, and the stars are clearly visible; while the sea does not seem convex as one might suppose, it is absolutely concave.","EAP"
"id23655","You see, they could live in an &quot;out of the water&quot; what they call amphibians, I suppose.","HPL"
"id14625","She got up in part and spoke, in a deep whisper, of sounds she heard, but which I could not hear of the movements she saw, but which I could not perceive.","EAP"
"id15254","So far it had served me well, and now I resolved to make it serve me until the end.","EAP"
"id00375","How could he prevent her from leaving?","HPL"
"id15038","However, my senses are baffled, Charmion, with the sharpness of his perception of the new.","EAP"
"id22849","For them are the catacombs of Ptolemais, and the mausoleum of the nightmare countries.","HPL"
"id16659","Between the wheels and the wall where the hole lay, there was barely room for my body, but I was desperate and determined to persevere.","EAP"
"id09338","He clearly understood my needs at a glance, and attended them with the skill of a teacher; while I calmed down with a finely modulated voice, though oddly hollow and unimpressed, which was the bitterest of enemies sworn to death, and had sunk his fortune and lost all his friends in a life of strange experiment dedicated to his confusion and extirpation.","HPL"
"id17687","He wanted to see him again, to be able to cause the greatest hatred in his head and avenge the deaths of William and Justine.","MWS"
"id17547","The result of my experiment with the old books convinced me, in the first place, that &quot;honesty is the best policy&quot; and, in the second, that if I could not write better than Mr. Dante and the two blind, and the The rest of the old set, at least, would be a difficult issue to write worse.","EAP"
"id15138","It can be actively hostile, or it can be dictated simply by blind self-preservation motives.","HPL"
"id20169","Throughout the afternoon they toured Dunwich; questioning the natives about everything that had happened, and seeing for themselves with increasing pangs of horror, the sad Frye are ruined with their persistent traces of tarred stickiness, the blasphemous traces in Frye&#39;s yard, the wounded cattle of the Bishop Seth, and the huge swathes of disturbed vegetation in various places.","HPL"
"id05528","Oh sun, how beautiful you are and how glorious is the golden ocean that welcomes you. My heart is at peace. I do not feel pity. A holy love calms my senses. I feel as if my mind also participates in the inexpressible beauty of the surrounding nature. ?","MWS"
"id00750","This delicate and small creature, in the trembling of his wasted fingers, in the livid tone of his lips and in the slight agitated point that tinged his complexion of lead, otherwise, gave clear indications of a galloping consumption.","EAP"
"id01502","She was wearing a striped dress, and her head was crowned by the conical cap and bells.","EAP"
"id15788","Then Donovan palpated it delicately around the edge, pressing each point separately as he went.","HPL"
"id12612","His favorite horse was found grazing on the banks of the quiet river.","MWS"
"id05678","In the distant and foggy horizon, I could distinguish the vertigo profile of the Head, crowned by the old and strange house of which so many legends are counted; but for the moment all my attention was captured by the nearest panorama just below me.","HPL"
"id25097","In his lonely despair, Adrian often looked for my sister and, in covered terms, expressed his misery, while strength and agony divided the throne of his mind.","MWS"
"id20020","But then Perdita thought more about others than he did; and part of her shyness arose from a desire to take away from those around her a sense of inferiority; A feeling that never crossed his mind.","MWS"
"id03583","When he arrived at the house, he immediately became domesticated and immediately became a great favorite of my wife.","EAP"
"id24400","A minute later they relaxed, revealing a bright line of pearly teeth.","EAP"
"id09099","In those moments I could not avoid remarking and admiring, although from his rich ideality I had been prepared to expect him to have a peculiar analytical capacity in Dupin.","EAP"
"id14140","&quot;I&#39;m not crazy,&quot; I exclaimed energetically; &quot;The sun and the heavens, which have seen my operations, can bear witness to my truth.","MWS"
"id23238","My own case did not differ in any important detail from those mentioned in medical books.","EAP"
"id14538","CHAPTER IV Among our most frequent visitors was a young man of rank, well informed and pleasant in his person.","MWS"
"id17294","Lying sideways because he could not stand alone, there was the exotic pointy figure that in his monstrous dream had broken the fantastic balustrade.","HPL"
"id03314","The earth was trampled, the bushes broke, and there was all evidence of a violent struggle.","EAP"
"id23421","The scoundrel had joined his teacher in the country: &quot;On the left S yesterday, for unknown parties it was not said where or when he would return, so it was thought that it was better to return a letter, knowing your letter, and how are you always , more or less, in a hurry.","EAP"
"id08377","Their cries were drowned in the clamor of the elements, and the thunder of their inopportune room finally discovered that the water was rising above them, and they carried away their bombs; They could have worked to empty the ocean with full buckets.","MWS"
"id23610","Sometimes I wanted to express my feelings in my own way, but the rude, inarticulate sounds that broke from me scared me again in silence.","MWS"
"id18593","She was too different from them, too alien to their tastes, for them to delight in their society, or in the perspective of their continuity, but it gave them pleasure to see her conciliatory and kind.","MWS"
"id13447","He had grown up as much as a four-year-old boy, and he was a fluent and incredibly intelligent talker.","HPL"
"id04324","To be without friends is, in fact, to be unfortunate, but the hearts of men, when they are not judged by an obvious personal interest, are full of brotherly love and charity.","MWS"
"id00560","He feared the editor&#39;s jealousy and had found that he had not paid the original contributions.","EAP"
"id13372","The principle discovered by which a machine can be made to play a game of chess, an extension of the same principle would allow it to win a game, a further extension would allow it to win all games, that is, to beat any possible game of an antagonist","EAP"
"id14410","Then I spurred my animal, making an effort to forget the world, my fears and, most of all, myself, or, in a more desperate way, I joined and threw myself on the grass, overwhelmed by horror and despair.","MWS"
"id04131","It seemed, in any case, to be contagious; Hannah Bowen, one of the two servants, died of it in June.","HPL"
"id11184","Why, not General John ABC? &quot;&quot; Smith? &quot;asked Miranda thoughtfully.","EAP"
"id03279","&quot;For many minutes,&quot; the latter continued, &quot;my only feeling, my only feeling was that of darkness and the absence of identity, with the awareness of death.","EAP"
"id26886","His voice encompassed three full octaves, ranging from the contralto D to the soprano superior D, and, although it was powerful enough to have filled the San Carlos, he executed, with the most minute precision, each difficulty of the vocal composition scales ascending and descending, cadences or fiorituri.","EAP"
"id10008","A man of this type was now pouring out his eloquent despair among the inhabitants of Windsor.","MWS"
"id01992","However, he soon regained his composure, and an expression of certain malignity settled on his face, giving peremptory orders that a certain chamber should be closed immediately and the key in his power.","EAP"
"id17628","I started to murmur, to doubt, to resist.","EAP"
"id00501","Then we reach the summit and contemplate the vast valley beyond, where Manuxet joins the sea just north of the long line of cliffs that culminate at Kingsport Head and veer off towards Cape Ann.","HPL"
"id09314","&quot;There is a puzzle game,&quot; he summarized, &quot;which is played on a map.","EAP"
"id17421","On the turn, the current, sweeping backward, made an almost circular loop, in order to form a peninsula that was almost an island, and that included approximately one-sixth of an acre.","EAP"
"id18464","But when I discovered that he, the author at the same time of my existence and his innumerable torments, dared to hope for happiness, that while accumulating misery and despair, he sought his own enjoyment in the feelings and passions of the indulgence that I was forbidden forever, then impotent envy and bitter indignation filled me with an insatiable thirst for revenge.","MWS"
"id23325","It&#39;s all the same now, because he has returned to the fabulous darkness he loved to pursue.","HPL"
"id23351","I felt overwhelmed by sadness and misery and often reflected that it was better to seek death than to wish to remain in a world that was full of misery for me.","MWS"
"id22848","He can no longer be a subject of pity; We must reserve that for your miserable survivors. &quot;","MWS"
"id04056","I felt it and, to tell the truth, I did not find the slightest hint of a fever.","EAP"
"id05770","He talked about Eusebio and Ariano; heresy and the council of Nice; Puseyism and consubstantialism; Homousios and Homouioisios.","EAP"
"id25586","I really thought that I would have fallen into convulsions. &quot;","EAP"
"id05344","If only he had growled, or had been harassed, or had laughed bitterly, even that would have eased the abysmal horror.","HPL"
"id01732","He had regretted little when he was locked in Huntingdon&#39;s room, because his mind moved with curiosity.","HPL"
"id15574","What was I? The question repeated itself, to be answered only with moans.","MWS"
"id03417","At that moment, as I say, I was euphoric with the conviction that the great goal had been achieved; and that for the first time a reanimated corpse had uttered different words driven by real reason.","HPL"
"id02473","Her dark hair was braided and twisted into thick knots like the main dress of a Greek statue; His attire was petty, but his attitude could have been selected as a model of grace.","MWS"
"id12249","The night, as I said before, was dark; you did not see a star; and a drizzle, falling at intervals, made us feel very uncomfortable.","EAP"
"id01500","I knew Mrs. L. and her daughter.","EAP"
"id24393","As soon as I noticed it, I suddenly got up to escape his observation by walking through the trees.","MWS"
"id18246","The rooms were choked with suffocation.","EAP"
"id13488","In Auckland I learned that Johansen had returned with yellow hair that had turned white after a superficial and inconclusive interrogation in Sydney, and then sold his cabin on West Street and sailed with his wife to his old house in Oslo.","HPL"
"id24366","He listened with arrogance, responded with disdain; and, if indeed, she managed to awaken her conscience, the only effect was that he sought opium for the sting in an unconscious disturbance.","MWS"
"id15324","They gathered around him, counted their numbers and detailed the reasons why they should now receive an addition of such and other members, who had not yet declared themselves.","MWS"
"id01933","Finally, I hired a sleazy-looking loafer whom I met at the corner of Eighth Avenue to keep the patient stocked with ice from a small store where I introduced him, and I busied myself diligently with the task of finding a piston pump and hire competent workers to install that.","HPL"
"id22748","When we arrive at the latter, we feel an almost irresistible inclination to classify it with spirit or with nihility.","EAP"
"id19944","Then the glass broke, trembling under the persistent impacts, and the cold wind rushed inward, making the candles sizzle and whisper the sheets of paper on the table where Zann had begun to write his horrible secret.","HPL"
"id26577","I had spent two years successfully occupying myself this way, when a young parvenu noble, Glendinning rich, arrived at the university, he said, like Herod Atticus, his wealth, too, so easily acquired.","EAP"
"id05318","I also saw a change in it.","MWS"
"id02408","We came back again, with torches; because I could not rest, when I thought that my sweet child had been lost and was exposed to all the humidity and dew of the night; Elizabeth also suffered extreme anguish.","MWS"
"id17448","My daughter, I love you. &quot;The last words died in a hoarse whisper, but I heard them and I sank to the ground, covering my face and almost dead with an excess of illness and fear: a cold sweat covered my forehead and I shuddered. All the limbs But he continued, clasping his hands with a frantic gesture: &quot;Now I have run from the top of the rock to the bottom. Now I have rushed through the terrible abyss The danger is over; she is alive Oh, Mathilda, lift those dear eyes to the light of which I live.","MWS"
"id08362","Come back quickly, Lionel. &quot;","MWS"
"id27212","This is not in fact any dream CHARMION.","EAP"
"id23475","The style that was the thing.","EAP"
"id13651","He was almost paralyzed, but not too much to make a weak effort to fly; a backward stumble that could not break the spell in which the monster without name and without voice held me.","HPL"
"id02622","The cold is not excessive, if it is wrapped in furs, a dress that I have already adopted, since there is a great difference between walking on the deck and sitting without moving for hours, when no exercise prevents the blood from freezing in your veins .","MWS"
"id16834","I became intimate with him, and every day I had the opportunity to admire more and more his powerful and versatile talents, which together with his eloquence, which was elegant and ingenious, and his wealth now immense, made him fear, love and love. I hated beyond any other man in England.","MWS"
"id27288","He had arrived at that well-known part of the story in which Ethelred, the hero of Trist, who had vainly sought a peaceful admission into the hermit&#39;s abode, proceeded to make an entry by force.","EAP"
"id12350","And Pickman had it like no man has ever had before, or I hope heaven has it again.","HPL"
"id14315","What would the storm call it or would there be something left for it to call?","HPL"
"id19901","Among the animals in the exhibition with which he traveled there was a huge gorilla of bulls of a lighter color than the average; a surprisingly manageable beast of great popularity among artists.","HPL"
"id06911","What has been done, for example, in this case of D, to vary the principle of action?","EAP"
"id21039","That frequently, very often, the fallen are hardly denied by those who think.","EAP"
"id19761","Poor William, it was our love and our pride. &quot;Tears, unrestrained, fell from my brother&#39;s eyes, a sense of mortal agony seized my body.","MWS"
"id14846","Many, however, argued that the display itself regulated the movements of the figure by mechanical means operating through the feet of the box.","EAP"
"id22252","His name was Barzai the Wise, and the villagers tell how a mountain climbed the night of the strange eclipse.","HPL"
"id25473","In an instant, the fantasy was confirmed.","EAP"
"id02871","This last name made me tremble when Henry pronounced it, and I hastened to leave Matlock, with which that terrible scene was associated.","MWS"
"id10725","His face was radiant with a smile.","MWS"
"id18410","My wounded friend did not make them feel sorry, but what they found on the studio couch made them give me a compliment that made me sick, and now a fame that desperate disdain when I sit for hours, bald, gray bearded, wrinkled, paralyzed, drugged and shattered, worshiping and praying for the object they found.","HPL"
"id11538","Half unconscious, I opened the grate and staggered over the white gravel road that stretched in two directions.","HPL"
"id11299","Touching him, he immediately stood up, purred loudly, rubbed against my hand and seemed delighted with my attention.","EAP"
"id01129","That faint emotion had vibrated in silence.","EAP"
"id12306","After that, the sound of the inquisitorial voices seemed to merge in an indeterminate hum of dream.","EAP"
"id18531","As I grew older, the older books to some extent provided the place for human relationships: my aunt&#39;s library was very small; Shakespear, Milton, Pope and Cowper were the strange poets in his collection; and among the authors in prose, a translation of the ancient history of Livy and Rollin were my main favorites, although as I left childhood, I found other very interesting ones that I had previously neglected as boring.","MWS"
"id01655","For the rest I have some explanation to do.","EAP"
"id12013","What do moderns know about life and the forces behind it?","HPL"
"id22551","However, I have great confidence in that extreme delicacy of discrimination, in matters related to the rules of etiquette, for which it has been so long and so distinguished.","EAP"
"id19136","Clerics or priests, or as they were called today, also wore this type of adornment as a head dress; but they rarely glimpsed.","HPL"
"id13332","However, while seriously taking care of the needs of others, his own desires were satisfied to the fullest extent.","MWS"
"id17798","and some were strangely dressed. . .","HPL"
"id12496","Here Mr. Mill means, for example, that a tree must be a tree or not a tree, and can not be a tree and not a tree at the same time.","EAP"
"id02824","However, I do not pretend to give an account of my mood for any particular event.","MWS"
"id16965","To say nothing of the products that are placed on board in the morning as a ballast, and without mentioning the various beers and liquors that are shipped tonight in different seaports, I have, at present, a cargo full of &quot;things of buzzing. &quot; and duly paid at the sign of the &#39;Jolly Tar&#39;.","EAP"
"id10051","I saw them writhe with a deadly phrase.","EAP"
"id08654","When the servant came back, she gave me a letter.","MWS"
"id04768","&quot;Git aout o &#39;here Git aout o&#39; here They saw us go through your life, do not wait, nothing they know about. Run, do not miss.&quot; Another heavy wave crashed into the masonry that is loose in the past. Wharf, and changed the whisper of the old fool for another inhuman and bloody cry.","HPL"
"id16709","Shortly thereafter, I was led through those ancient roads so dear to my narrow alleys and narrow curved passages, where the rows of red Georgian bricks flickered with small glass garrets above the doors with columns that looked at golden sedans and coaches with panels and on the first wave of reality. Of all these so desired things, I thought that I had achieved such treasures that they would make me a poet in time.","HPL"
"id05403","I groaned in anguish at the unfortunate spectacle.","EAP"
"id11143","Slowly it slid along, and at the end it rounded the island and re-entered the region of light.","EAP"
"id01321","I went so far as to regret the loss of the animal, and look around me, among the vile places I now habitually frequent, for another pet of the same species, and of somewhat similar appearance, with which to replace its place.","EAP"
"id22785","Then I thought, with renewed strength, what the factory inspector had heard in the night in this ruined and stinking building.","HPL"
"id10978","I was a mere skeleton, and night and day the fever took over my lost body.","MWS"
"id16849","Immediately, I considered the figure of the animal as a kind of punishment or hieroglyphic signature.","EAP"
"id10826","I am that same Signora Psyche Zenobia, justly celebrated as correspondent secretary of the &quot;Philadelphia, Regular, Exchange, Tea, Total, Youth, Belles, Letters, Universal, Experimental, Bibliographic, Association, To, Civilize, Humanity&quot;.","EAP"
"id25652","&quot;I must not forget here, that the stars appeared only on that side of the globe turned towards the moon, and that the closer they were to it, the bigger they seemed.","EAP"
"id06394","I hoped to induce you to grant me a boat with which I could pursue my enemy.","MWS"
"id07447","Because of that, we can get some very exciting superstition about this suggestion.","EAP"
"id03422","I heard about the death of only children; of wives and more devoted spouses; of the rupture of the twisted ties with the fibers of the heart, of the losing friend of the friends and the young mothers who mourn for their first child; and these touching incidents were grouped and painted in my mind by the knowledge of the people, by my esteem and affection for those who suffered.","MWS"
"id27842","He had already bought a farm with his money, in which he had designed to spend the rest of his life; but he gave everything to his rival, along with the remnants of his prize in cash to buy shares, and then he himself asked the father of the young woman to consent to his marriage with his lover.","MWS"
"id22921","In consideration of the reason fails; for two reasons, each of a given value, does not necessarily have a value when it is joined, equal to the sum of its separated values.","EAP"
"id21678","He worked largely feeling now, as the newly gathered clouds hid the moon; and although progress was still slow, he was encouraged to the extent of his invasions at the top and bottom of the opening.","HPL"
"id20700","Faced with this, he opposed the rush for supplication in the first place and, secondly, a very usual horror at the sight of a madman.","EAP"
"id15090","In spite of the darkness that surrounds the date of the foundation of Vondervotteimittis and the derivation of its name, there is no doubt, as I said before, that it has always existed as we find it in this epoch.","EAP"
"id18619","&quot;Ha ha ha,&quot; his Grace said on the third day after his death.","EAP"
"id02087","That was a bit of grumpiness, and went through the people&#39;s throats deliciously.","EAP"
"id18710","Each successive one is a test of multiple evidence that is not added to the test, but multiplied by hundreds or thousands.","EAP"
"id20825","There are many books that can feed the appetite that craves these things; Let&#39;s move on to the Boccaccio, De Foe and Browne accounts.","MWS"
"id06295","For wisdom, ask the angels freely, that you can give them OINOS.","EAP"
"id13937","The metal of the Earl of Ross is the diameter of the feet; It has inches of thickness at the edges and in the center.","EAP"
"id05265","Suddenly, the head turned abruptly in my direction and the eyes opened, making me look in amazement at what I saw.","HPL"
"id13308","Not a single word was spoken during this session on any of these topics.","MWS"
"id21672","&quot;And then, maybe, this Clos de Vougeot is a bit intoxicating, you know a little strong that you understand, huh?&quot; &quot;To be sure,&quot; I said, &quot;to be sure.","EAP"
"id25307","The immediate problem was how to get to the old railway; and now I saw that the safest course was in front of Babson Street, then west to Lafayette there, but without crossing an open space homologous to the one that had crossed and, later, was moving back to the north and to the west in a zigzag line through Lafayette, Bates, Adams and Bank Streets, the latter skirting the river gorge to the abandoned and dilapidated station I had seen from my window.","HPL"
"id23824","The peasant woman, perceiving that my mother had looked with amazement and admiration at this beautiful girl, communicated her story with enthusiasm.","MWS"
"id26772","CHAPTER VII With a throbbing and fearful heart, I did not know why, I dismissed the servant and, closing the door, I sat down to read my father&#39;s letter.","MWS"
"id23728","The name of Perdita was forever linked to his; His conjugal happiness was celebrated even by the authentic testimony of the facts.","MWS"
"id17440","It came from the room to which Elizabeth had retired.","MWS"
"id27141","The bust of the general was without doubt the best bust I have seen in my life.","EAP"
"id27032","Even at his age, although I call him a young gentleman, there was something that perplexed me greatly.","EAP"
"id06342","However, there is an old house on that cliff, and at sunset men see lights in the small glass windows.","HPL"
"id05929","And these men, the poets who live and perish in the midst of the contempt of the &quot;utilitarians&quot; of the crude pedants, who arrogated to themselves a title that could have been correctly applied only to the despised of these men, the poets, reflecting meticulously, but not recklessly, about the ancient days when our desires were no simpler than our pleasures were enthusiastic days when joy was an unknown word, so solemnly profound was holy happiness, the days of August and happiness, when the blue rivers ran undamaged, among undiscovered hills, in remote forest solitudes, primæval, fragrant, and unexplored.","EAP"
"id25249","For a long hour, the observers watched, as the vapors swirled and the cloud screen grew thicker and restless.","HPL"
"id13130","He came to the university with the design of becoming a full master of Oriental languages, and thus he should open a field for the life plan he had marked for himself.","MWS"
"id20104","Nothing, for example, is more difficult than convincing the merely general reader that the fact of having thrown six times in a row by a craps player is a sufficient cause to bet on the higher probabilities of not being thrown six on the third attempt. .","EAP"
"id21882","The natives, all of whom had spoken to the police, seemed at first as perplexed as Armitage and his companions.","HPL"
"id15261","To tell the truth, I had no special taste for such amusement at any time, and, at that particular moment, I would have rejected it willingly; The night was approaching and I felt very tired with the exercise already done; but I did not see any way to escape, and I was afraid to disturb the equanimity of my poor friend with a rejection.","EAP"
"id19312","We lived mainly in the latter, and the lives of my parents were spent in considerable isolation.","MWS"
"id22429","The cup of life was poisoned forever, and although the sun shone on me, as on the happy and cheerful heart, I saw nothing around me but a dense and frightful darkness, penetrated without light, but with the brightness of two eyes that shone me.","MWS"
"id17591","My informant had noticed it many times and had heard that it came from some secret treasure, either pirates or demons.","HPL"
"id13584","If, in fact, all that is required is the release of large lenses, the ingenuity of man would finally be equal to the task, and we could have them of any size required.","EAP"
"id16883","His interest was gradually diverted from the empty spaces beyond the sloping surfaces, since now it seemed that the purpose of those surfaces was the side he already was on.","HPL"
"id08675","The word &quot;balderdash&quot;, applied to the &quot;Bob Oil&quot; of the Fly, I considered it singularly spicy and appropriate.","EAP"
"id20627","Pinxit took the opportunity to retouch, from a sketch taken in the place, his admirable painting of &quot;Marsyas desollados vivos&quot;.","EAP"
"id27939","The vibration of the pendulum was at right angles to my length.","EAP"
"id17624","I particularly point out tonight, because it was what rushed through the last scene of my tragedy, that it could have diminished the most over long years of apathetic pain.","MWS"
"id04042","He was an inferior actor, but the truth now made him excellent; as he moved forward to announce Macduff&#39;s massacre of his family, he feared to speak, trembling at the apprehension of a burst of pain from the audience, not from his mime partner.","MWS"
"id00851","The column seemed very thin in fact as he dived dreaming of the gulf.","HPL"
"id24337","Unfortunately, now I found myself frowning where they had received me before with smiles: he, my dear father, rejected me and treated me harshly or with more coldness.","MWS"
"id06065","I have hardly anything to add.","EAP"
"id08825","That it is from a remotely old date can not be doubted.","EAP"
"id00880","The Automatón does not always win the game.","EAP"
"id21429","But my nerveless hands can not tear down the trees, nor smooth the planks.","MWS"
"id27019","The insatiable thirst for knowledge and unlimited affection for Adrian combined to keep my heart and my understanding occupied, and, consequently, I felt happy.","MWS"
"id13775","At this moment, three sturdy waiters had managed to deposit safely on the table a huge plate, or carving, which contained what was supposed to be the &quot;monstrum horrendum, report, ingens, cui lumen ademptum&quot;.","EAP"
"id22089","She has it now in her own, since, without knowing that the letter is not in her power, she will proceed with her exactions as if she were.","EAP"
"id20450","I came to an open space, a mountain of ruins in the middle, announced that some great mosque had occupied the space and here, scattered, I saw several articles of luxury and wealth, sung, destroyed but showing what had been in their ruin. jewels, chains of pearls, embroidered tunics, rich skins, gleaming tapestries and oriental ornaments, seemed to have gathered here in a pile destined for destruction; but the rain had stopped the chaos halfway.","MWS"
"id21815","In addition, his Grace hated a scene De L&#39;Omelette is himself again.","EAP"
"id16025","The small windows with glass panels were largely broken, and an anonymous air of desolation hung around the precarious panels, the shaking interior blinds, the peeling wallpaper, the falling plaster, the ramshackle stairs and the fragments of damaged furniture that still remained.","HPL"
"id11042","Soon he conquered my latent displeasure; I made an effort to keep an eye on him and Perdita, and to take into account everything I had heard to his disadvantage.","MWS"
"id23605","Some of them, as he detailed them, interested me and disconcerted me; although, perhaps, the terms, and the general form of the narration, had their weight.","EAP"
"id20562","A drum in these hills was something unknown.","EAP"
"id05844","There was a distinction of air that impregnated the whole man, who spoke of the tall offspring and hinted at a high birth.","EAP"
"id19737","Come, no more delay, late. Contemplate the nice potion. Look, I am a spirit of good and not a human maid who invites you, and with winning accents, that win you, says: Come and drink. &quot;","MWS"
"id07623","I repeat, gentlemen, that your inquisition is fruitless.","HPL"
"id09139","But when I stopped under the light of the censer, two circumstances of a surprising nature caught my attention.","EAP"
"id00602","The same peculiarities of character made their sorrows agonies; his fantasy magnified them, his sensitivity made him always open to his renewed impression; Love poisoned the piercing pang of the heart.","MWS"
"id18755","I know the accused well.","MWS"
"id06071","She started to get up, threw herself on his neck, gasped and sobbed; He took her hand and, taking her to the sofa, sat next to her.","MWS"
"id22235","After the lovers met again with me, we dined together in the bedroom.","MWS"
"id11087","He conquers everything by assault.","EAP"
"id07281","Its main attractions were hunting and fishing, or strolling along the beach and myrtles, in search of shells or entomological specimens; his collection of the latter could have been envied by a Swammerdamm.","EAP"
"id00073","Raymond continued: &quot;I will not do a part with you, dear child, nor will I appear as what I am, weak and unworthy, more appropriate to excite your disdain than your love.","MWS"
"id02494","Now here, of course, the suspicion is not that, as a consequence of these communications, or of the public attention directed by them, the articles were found by the children; but the suspicion could and could have been, that the articles were not found before by the children, because the articles had not been before in the thicket; having been deposited there only at such a late period as at the date, or shortly before the date of communications by the guilty authors of the same communications.","EAP"
"id03512","Then he began to whisper in amazement: &quot;The rhythm, Lord, the rhythm of the earth THAT WILL GRAB ON THE EARTH&quot; And now I also heard; I listened and I trembled and without knowing why.","HPL"
"id26404","It&#39;s a very easy thing to do, after all.","EAP"
"id17650","Finally, we lightened the box by eliminating two thirds of its contents, when we were enabled, with some problems, to lift it from the hole.","EAP"
"id03939","For now, when the wind rages noisily from the north and passes through the old and tall house that is one with the firmament, that ominous and oppressive silence is finally broken before the ruin of the Kingsport maritime shelters.","HPL"
"id10932","Letting go, then, his grip on the bar, placing his feet firmly against the wall, and boldly jumping out of it, could have opened the shutter to close it, and, if we imagine that the window is open at that moment, could even have stuck in the room.","EAP"
"id17945","Captain Ebenezer Holt changed me into &#39;sixty-eight as he had done in the war.&#39;","HPL"
"id08787","In fact, I now realized that I had completely exaggerated the business and that the main consequences of the shock had not yet been experienced.","EAP"
"id21181","He paused, and lost himself in his thoughts.","MWS"
"id04808","That&#39;s why I fired the guests; and they became pensive, more than sad, to wait for the events that awaited them.","MWS"
"id01300","&quot;All this,&quot; I said, &quot;is extremely clear and, although ingenious, it remains simple and explicit.","EAP"
